Time,CAL? 175,CAL? 72
2022-06-18,41.54,0.986914877
2022-06-19,38.24,0.986913641
2022-06-20,37.07,0.986913224
2022-06-21,36.3,0.986912938
2022-06-22,37.91,0.986913511
2022-06-23,38.28,0.98691366
2022-06-24,39.81,0.986914221
2022-06-25,38.73,0.986913837
2022-06-26,39.32,0.986914072
2022-06-27,39.89,0.986914242
2022-06-28,38.27,0.98691355
2022-06-29,38.12,0.986913661
2022-06-30,37.95,0.986913444
2022-07-01,38.06,0.986913573
2022-07-02,36.61,0.986913039
2022-07-03,39.35,0.986914013
2022-07-04,38.26,0.986913652
2022-07-05,37.46,0.986913338
2022-07-06,37.18,0.986913198
2022-07-07,36.53,0.986912993
2022-07-08,36.93,0.986913148
2022-07-09,36.96,0.986913129
2022-07-10,36.4,0.98691293
2022-07-11,36.28,0.986912891
2022-07-12,37.81,0.98691352
2022-07-13,38.63,0.986913664
2022-07-14,37.57,0.98691335
2022-07-15,37.47,0.98691328
2022-07-16,36.91,0.986913128
2022-07-17,36.65,0.986912988
2022-07-18,37.83,0.986913429
2022-07-19,35.95,0.986912752
2022-07-20,36.63,0.98691296
2022-07-21,40.28,0.98691433
2022-07-22,38.26,0.986913602
2022-07-24,38.05,0.98691346
2022-07-25,40.08,0.986914201
2022-07-26,39.04,0.986913843
2022-08-01,37.91,0.98691346
2022-08-02,37.14,0.98691312
2022-08-03,38.45,0.986913604
2022-08-04,40.74,0.986914458
2022-08-05,38.78,0.986913744
2022-09-17,35.09,0.986912329
2022-09-18,34.43,0.986912041
2022-09-19,34.33,0.98691195
2022-09-22,33.94,0.986911735
2022-09-23,33.73,0.98691169
2022-09-24,34.42,0.98691184
2022-09-25,33.54,0.98691161
2022-09-26,33.39,0.98691153
2022-09-27,33.25,0.98691146
2022-09-28,33.35,0.98691146
2022-09-29,32.27,0.98691111
2022-09-30,32.49,0.98691114
2022-10-01,32.64,0.98691119
2022-10-02,32.51,0.98691116
2022-10-03,32.63,0.98691122
2022-10-04,32.9,0.98691131
2022-10-05,33.44,0.98691151
2022-10-06,33.71,0.98691162
2022-10-09,33.24,0.98691126
2022-10-10,32.68,0.98691122
2022-10-11,33.46,0.98691149
2022-10-12,32.98,0.98691115
2022-10-13,32.54,0.98691116
2022-10-14,32.96,0.98691127
2022-10-15,33.28,0.98691148
2022-10-16,33.26,0.98691152
2022-10-17,33.73,0.98691166
2022-10-19,33.74,0.98691166
2022-10-20,32.39,0.98691111
2022-10-22,32.68,0.98691127
2022-10-23,32.84,0.98691133
2022-10-24,33.06,0.98691137
2022-10-25,32.72,0.98691128
2022-10-27,32.39,0.98691104
2022-10-28,33.19,0.98691137
2022-10-29,34.43,0.98691186
2022-10-31,33.83,0.98691159
2022-11-01,33.52,0.98691151
2022-11-02,32.99,0.98691129
2022-11-05,32.48,0.9869108
2022-11-06,32.62,0.98691117
2022-11-07,33.05,0.9869113
2022-11-08,33.32,0.98691136
2022-11-09,33.13,0.98691135
2022-11-10,33.29,0.98691138
2022-11-11,32.24,0.986911
2022-11-12,33.18,0.98691137
2022-11-13,33.28,0.98691131
2022-11-14,33.52,0.98691139
2022-11-15,33.32,0.9869114
2022-11-16,33.94,0.98691163
2022-11-17,33.22,0.98691134
2022-11-22,32.27,0.98691101
2022-11-23,32.5,0.9869111
2022-11-25,31.84,0.98691087
2022-11-28,31.96,0.98691085
2022-11-29,32.11,0.98691088
2022-11-30,32.32,0.98691099
2022-12-01,32.07,0.98691087
2022-12-02,32.52,0.98691105
2022-12-03,33.43,0.98691132
2022-12-04,33.16,0.98691116
2022-12-05,33.29,0.98691131
2022-12-06,33.82,0.98691149
2022-12-07,33.91,0.98691146
2022-12-08,34.82,0.98691187
2022-12-09,32.58,0.98691098
2022-12-10,32.68,0.98691104
2022-12-11,32.65,0.98691104
2022-12-12,32.44,0.98691096
2022-12-14,34.14,0.986911613
2022-12-15,34.78,0.986911834
2022-12-16,34.97,0.986911925
2022-12-18,34.63,0.98691172
2022-12-19,34.87,0.98691182
2022-12-20,34.53,0.986911656
2022-12-21,34.7,0.98691159
2022-12-22,34.49,0.9869116
2022-12-23,33.71,0.98691111
2022-12-24,33.51,0.98691171
2022-12-25,33.88,0.98691137
2023-01-06,33.99,0.98691165
2023-01-07,34.01,0.986911495
2023-01-08,34.46,0.98691191
2023-01-09,33.93,0.98691115
2023-01-10,33.12,0.98691118
2023-01-12,33.25,0.98691134
2023-01-13,33.31,0.98691125
2023-01-14,33.78,0.986911475
2023-01-20,33.55,0.98691139
2023-01-24,32.99,0.98691113
2023-01-26,32.91,0.98691121
2023-01-31,32.99,0.98691117
2023-02-03,33.27,0.98691153
2023-02-05,33.73,0.98691149
2023-02-08,33.52,0.98691129
2023-02-12,33.42,0.98691133
2023-02-13,33.95,0.98691157
2023-02-16,34.35,0.98691163
2023-02-20,34.04,0.98691128
2023-02-24,34.45,0.98691179
2023-02-27,34.16,0.98691139
2023-03-02,33.69,0.9869113
2023-03-03,33.77,0.98691154
2023-03-05,34.0,0.98691169
2023-03-07,34.42,0.98691172
2023-03-09,34.65,0.98691172
2023-03-13,34.35,0.98691166
2023-03-17,34.34,0.98691169
2023-03-21,34.48,0.98691172
2023-03-23,34.47,0.9869116
2023-03-26,34.83,0.98691199
2023-03-28,34.88,0.98691163
2023-03-30,36.11,0.98691245
2023-04-06,36.79,0.98691265
2023-04-09,36.93,0.98691255
2023-04-12,37.02,0.98691259
2023-04-15,36.43,0.98691226
2023-04-17,36.2,0.9869122
2023-04-22,36.77,0.98691258
2023-04-27,36.78,0.98691218
2023-05-01,36.55,0.98691238
2023-05-05,37.16,0.986912635
2023-05-06,37.12,0.98691246
2023-05-07,36.9,0.9869124
2023-05-08,36.71,0.986912365
2023-05-09,36.91,0.986912515
2023-05-10,37.48,0.98691258
2023-05-11,37.16,0.986912535
2023-05-12,37.32,0.986912645
2023-05-13,37.64,0.98691264
2023-05-14,37.79,0.986912785
2023-05-15,37.58,0.98691267
2023-05-16,37.02,0.98691251
2023-05-17,37.03,0.98691232
2023-05-18,36.95,0.9869127
2023-05-19,37.23,0.986912555
2023-05-21,37.36,0.98691269
2023-05-22,37.05,0.98691228
2023-05-23,36.53,0.98691227
2023-05-25,36.4,0.98691221
2023-05-29,43.21,0.98691861
2023-05-30,51.24,0.98691932
2023-05-31,52.62,0.98691955
2023-06-01,53.39,0.98691976
2023-06-02,53.62,0.98691966
2023-06-03,53.34,0.98691953
2023-06-04,53.37,0.98691963
2023-06-05,53.25,0.98691948
2023-06-06,54.3,0.98692051
2023-06-08,54.7,0.98691969
2023-06-09,53.52,0.98691956
2023-06-10,52.9,0.98691936
2023-06-11,51.71,0.98691879
2023-06-14,51.92,0.98691952
2023-06-17,53.35,0.98691975
2023-06-19,53.03,0.98691921
2023-06-21,51.68,0.98691891
2023-06-25,51.65,0.9869191
2023-06-26,51.82,0.98691884
2023-06-27,52.51,0.98691953
2023-07-04,53.65,0.98691952
2023-07-16,53.39,0.986919185
2023-07-18,53.39,0.98691956
2023-07-19,52.86,0.98691922
2023-07-20,53.59,0.98691967
2023-07-21,53.42,0.98691941
2023-07-22,53.62,0.98691919
2023-07-23,53.02,0.98691919
2023-07-24,54.11,0.98691996
2023-07-25,53.92,0.986919355
2023-07-27,53.44,0.98691923
2023-07-28,53.24,0.98691925
2023-07-29,53.47,0.98691934
2023-07-30,53.95,0.98691953
2023-07-31,54.11,0.98691938
2023-08-01,53.63,0.98691923
2023-08-03,53.49,0.98691941
2023-08-05,53.77,0.98691944
2023-08-06,53.57,0.98691922
2023-08-09,53.35,0.98691923
2023-08-10,53.28,0.98691916
2023-08-11,53.38,0.98691922
2023-08-12,53.15,0.98691905
2023-08-15,51.61,0.98691821
2023-08-16,51.04,0.98691853
2023-08-17,52.39,0.98691917
2023-08-18,53.45,0.98691931
2023-08-21,52.07,0.9869185
2023-08-24,52.76,0.98691937
2023-08-25,53.26,0.98691901
2023-08-27,52.89,0.98691889
2023-08-28,53.38,0.9869193
2023-08-29,53.59,0.98691911
2023-09-03,52.57,0.9869186
2023-09-04,51.44,0.98691819
2023-09-05,50.91,0.98691817
2023-09-06,51.27,0.98691858
2023-09-07,51.47,0.98691823
2023-09-08,51.96,0.98691881
2023-09-10,52.91,0.98691881
2023-09-12,53.21,0.98691896
2023-09-13,52.78,0.9869186
2023-09-14,52.36,0.98691871
2023-09-15,52.79,0.98691894
2023-09-16,53.15,0.98691897
2023-09-17,53.25,0.98691897
2023-09-19,53.46,0.98691912
2023-09-20,53.33,0.98691884
2023-09-21,52.82,0.98691872
2023-09-23,52.71,0.98691885
2023-09-24,52.89,0.98691884
2023-09-25,52.88,0.98691878
2023-09-26,52.89,0.98691892
2023-09-27,53.03,0.9869189
2023-09-29,52.96,0.98691885
2023-10-01,53.12,0.986919
2023-10-02,53.65,0.98691923
2023-10-03,53.91,0.98691919
2023-10-10,52.96,0.98691858
2023-10-11,52.2,0.98691865
2023-10-13,53.33,0.986919133
2023-10-14,55.92,0.98691987
2023-10-15,54.8,0.986919357
2023-10-16,54.19,0.98691925
2023-10-18,53.92,0.98691903
2023-10-21,54.35,0.98691951
2023-10-23,54.36,0.98691906
2023-10-27,53.85,0.9869191
2023-10-29,53.99,0.98691916
2023-11-02,54.08,0.98691921
2023-11-05,53.77,0.98691901
2023-11-06,53.25,0.98691876
2023-11-10,53.27,0.98691892
2023-11-11,53.98,0.98691933
2023-11-14,53.98,0.98691889
2023-11-19,54.01,0.98691926
2023-11-23,54.6,0.9869195
2023-12-04,54.65,0.98691941
2023-12-07,52.12,0.98691776
2023-12-08,49.92,0.986918
2023-12-09,50.38,0.98691817
2023-12-12,50.33,0.986918
2023-12-15,50.04,0.98691785
2023-12-18,50.24,0.98691812
2023-12-21,50.41,0.98691799
2023-12-24,50.01,0.98691783
2023-12-30,49.1,0.98691731
2024-01-03,49.07,0.98691772
2024-01-11,49.1,0.98691726
2024-01-16,49.27,0.98691781
2024-01-19,49.58,0.98691753
2024-01-24,49.66,0.98691791
2024-01-27,49.88,0.98691773
2024-02-01,50.3,0.98691811
2024-02-07,49.82,0.98691738
2024-02-08,49.48,0.98691817
2024-02-09,50.94,0.9869181
2024-02-10,51.17,0.98691839
2024-02-12,51.54,0.98691845
2024-02-14,51.14,0.98691815
2024-02-16,50.97,0.98691826
2024-02-22,51.24,0.98691831
2024-02-27,50.81,0.98691795
2024-03-02,50.61,0.98691812
2024-03-06,50.42,0.98691779
2024-03-10,50.72,0.98691831
2024-03-12,51.56,0.9869184
2024-03-14,51.38,0.98691809
2024-03-18,50.77,0.98691791
2024-03-23,51.01,0.98691839
2024-04-04,51.17,0.98691805
2024-04-23,51.42,0.98691844
2024-04-24,51.79,0.98691824
2024-04-25,50.94,0.986917967
2024-04-26,50.66,0.9869179
2024-05-16,51.9,0.98691886
2024-05-20,52.88,0.98691862
2024-05-26,53.33,0.9869192
2024-05-29,52.68,0.986918505
2024-05-30,52.42,0.98691857
2024-05-31,52.67,0.986918623
2024-06-01,52.63,0.98691861
2024-06-02,53.01,0.98691868
2024-06-08,52.37,0.98691869
2024-06-11,52.18,0.98691827
2024-06-15,51.59,0.98691831
2024-06-19,52.03,0.98691854
2024-06-22,52.74,0.98691879
2024-06-28,52.51,0.98691845
2024-07-02,52.13,0.98691861
2024-07-06,51.79,0.98691815
2024-07-13,52.07,0.98691873
2024-07-28,53.56,0.98691929
2024-08-01,53.86,0.98691899
2024-08-12,53.26,0.98691876
2024-08-15,52.27,0.98691835
2024-08-20,51.4,0.98691809
2024-09-02,52.43,0.98691888
