Time,CAL? 175,CAL? 72
2022-09-18,31.55,0.991602471
2022-09-19,31.4,0.99160252
2022-09-22,31.37,0.991602755
2022-09-23,31.15,0.99160275
2022-09-24,31.93,0.9916028
2022-09-25,31.07,0.99160287
2022-09-26,30.8,0.99160254
2022-09-27,30.73,0.99160252
2022-09-28,30.79,0.99160273
2022-09-29,29.65,0.99160265
2022-09-30,29.99,0.99160262
2022-10-01,30.19,0.99160267
2022-10-02,30.02,0.99160266
2022-10-03,30.17,0.99160272
2022-10-04,30.47,0.99160266
2022-10-05,31.13,0.99160279
2022-10-06,31.4,0.991603
2022-10-09,30.37,0.99160309
2022-10-10,30.16,0.99160315
2022-10-11,31.07,0.99160323
2022-10-12,30.04,0.99160333
2022-10-13,30.23,0.99160378
2022-10-14,30.65,0.99160383
2022-10-15,30.96,0.99160385
2022-10-16,30.53,0.99160402
2022-10-17,31.07,0.99160399
2022-10-18,31.97,0.99160402
2022-10-19,31.21,0.99160407
2022-10-20,29.72,0.99160414
2022-10-22,30.09,0.99160493
2022-10-23,30.0,0.99160495
2022-10-24,30.3,0.99160507
2022-10-25,29.96,0.99160504
2022-10-27,30.11,0.99160513
2022-10-28,30.91,0.99160537
2022-10-29,32.11,0.9916055
2022-10-31,31.55,0.99160558
2022-11-01,31.18,0.99160564
2022-11-02,30.58,0.99160569
2022-11-05,29.71,0.99160581
2022-11-06,30.26,0.99160583
2022-11-07,30.64,0.99160608
2022-11-08,30.95,0.9916061
2022-11-09,30.85,0.99160623
2022-11-10,30.67,0.99160638
2022-11-11,29.84,0.99160635
2022-11-12,30.28,0.99160634
2022-11-13,30.78,0.99160649
2022-11-14,31.25,0.99160647
2022-11-15,30.87,0.99160663
2022-11-16,31.41,0.99160673
2022-11-17,30.73,0.99160673
2022-11-22,30.14,0.99160694
2022-11-23,30.2,0.99160713
2022-11-25,29.53,0.9916072
2022-11-28,29.21,0.99160714
2022-11-29,29.65,0.99160729
2022-11-30,30.05,0.99160738
2022-12-01,29.31,0.9916074
2022-12-02,29.73,0.99160754
2022-12-03,31.44,0.99160758
2022-12-04,31.23,0.99160748
2022-12-05,31.14,0.99160757
2022-12-06,31.6,0.99160769
2022-12-07,31.41,0.99160775
2022-12-08,31.87,0.99160796
2022-12-09,30.35,0.99160785
2022-12-10,30.49,0.99160791
2022-12-11,30.45,0.99160803
2022-12-12,30.23,0.99160799
2022-12-14,31.77,0.991608177
2022-12-15,32.11,0.991608184
2022-12-16,32.38,0.99160834
2022-12-18,32.56,0.99160838
2022-12-19,32.5,0.991608348
2022-12-20,31.73,0.991608348
2022-12-21,31.99,0.99160842
2022-12-22,31.76,0.99160847
2022-12-23,31.15,0.9916086
2022-12-24,31.29,0.9916087
2022-12-25,31.75,0.99160869
2023-01-06,31.76,0.99160893
2023-01-07,31.55,0.99160895
2023-01-08,31.91,0.9916091
2023-01-09,31.47,0.99160903
2023-01-10,30.82,0.99160911
2023-01-12,30.93,0.99160922
2023-01-13,31.07,0.9916093
2023-01-14,31.6,0.991609345
2023-01-20,31.51,0.99160933
2023-01-24,31.07,0.99160949
2023-01-26,31.01,0.99160958
2023-01-31,31.32,0.99160975
2023-02-03,31.41,0.99160988
2023-02-05,31.74,0.99161
2023-02-08,31.52,0.9916101
2023-02-12,31.31,0.99161012
2023-02-13,31.73,0.9916103
2023-02-16,32.04,0.99161034
2023-02-20,31.63,0.99161039
2023-02-24,31.76,0.99161069
2023-02-27,31.74,0.99161077
2023-03-02,31.54,0.99161081
2023-03-03,31.68,0.99161092
2023-03-05,32.08,0.99161086
2023-03-07,32.5,0.99161082
2023-03-09,32.68,0.99161106
2023-03-13,32.45,0.99161135
2023-03-17,32.58,0.99161142
2023-03-21,32.75,0.99161165
2023-03-23,32.62,0.99161168
2023-03-26,32.93,0.99161182
2023-03-28,33.1,0.99161179
2023-03-30,34.5,0.99161201
2023-04-06,35.02,0.99161217
2023-04-09,35.05,0.99161188
2023-04-12,35.17,0.99161189
2023-04-15,34.64,0.99161204
2023-04-17,34.46,0.99161206
2023-04-22,34.72,0.99161229
2023-04-27,34.47,0.99161237
2023-05-01,34.32,0.99161264
2023-05-05,34.7,0.991612675
2023-05-06,34.65,0.99161273
2023-05-07,34.5,0.99161265
2023-05-08,34.31,0.991612555
2023-05-09,34.47,0.991612595
2023-05-10,35.01,0.99161265
2023-05-11,34.71,0.9916125
2023-05-12,34.9,0.99161251
2023-05-13,35.16,0.99161246
2023-05-14,35.43,0.99161252
2023-05-15,35.29,0.99161247
2023-05-16,34.68,0.991610835
2023-05-17,34.73,0.99160918
2023-05-18,34.66,0.99160917
2023-05-19,34.93,0.99160904
2023-05-21,35.09,0.99160918
2023-05-22,34.65,0.99160922
2023-05-23,34.05,0.99160909
2023-05-25,33.92,0.99160939
2023-05-29,33.73,0.99160984
2023-05-30,35.55,0.99160934
2023-05-31,37.06,0.99160933
2023-06-01,37.73,0.99160941
2023-06-02,38.05,0.99160923
2023-06-03,37.94,0.99160939
2023-06-04,37.93,0.99160937
2023-06-05,37.88,0.9916094
2023-06-06,39.33,0.99160964
2023-06-08,39.44,0.9916094
2023-06-09,38.63,0.99160971
2023-06-10,38.59,0.99160987
2023-06-11,37.76,0.99160988
2023-06-14,37.13,0.9916101
2023-06-17,37.52,0.99161032
2023-06-19,37.97,0.99161038
2023-06-21,37.56,0.99161029
2023-06-25,37.75,0.99161041
2023-06-26,37.99,0.99161043
2023-06-27,37.85,0.99161054
2023-07-04,38.47,0.99161102
2023-07-16,36.7,0.99161242
2023-07-18,36.18,0.99161246
2023-07-19,36.0,0.99161239
2023-07-20,36.02,0.99161242
2023-07-21,35.79,0.991612393
2023-07-22,36.04,0.99161246
2023-07-23,35.92,0.99161256
2023-07-24,36.51,0.99161267
2023-07-25,36.35,0.991612755
2023-07-27,36.45,0.99161275
2023-07-28,36.25,0.9916128
2023-07-29,36.23,0.99161288
2023-07-30,36.35,0.99161292
2023-07-31,36.33,0.99161295
2023-08-01,36.17,0.99161288
2023-08-03,36.11,0.99161307
2023-08-05,36.47,0.99161324
2023-08-06,36.41,0.99161324
2023-08-09,36.19,0.99161324
2023-08-10,36.17,0.99161337
2023-08-11,36.13,0.99161334
2023-08-12,36.06,0.99161334
2023-08-15,35.67,0.9916135
2023-08-16,35.58,0.9916136
2023-08-17,35.89,0.99161351
2023-08-18,36.21,0.99161367
2023-08-21,35.99,0.99161378
2023-08-24,36.14,0.99161401
2023-08-25,35.99,0.9916141
2023-08-27,35.84,0.99161415
2023-08-28,36.34,0.99161428
2023-08-29,36.53,0.99161432
2023-09-03,35.61,0.99161439
2023-09-04,34.72,0.99161432
2023-09-05,34.78,0.99161413
2023-09-06,34.97,0.99161414
2023-09-07,34.88,0.99161427
2023-09-08,35.1,0.99161438
2023-09-10,35.19,0.9916145
2023-09-12,35.75,0.99161456
2023-09-13,36.1,0.99161518
2023-09-14,35.52,0.99161868
2023-09-15,35.74,0.9916204
2023-09-16,36.19,0.9916204
2023-09-17,36.33,0.99162045
2023-09-19,36.25,0.99162076
2023-09-20,35.95,0.99162081
2023-09-21,35.79,0.99162088
2023-09-23,35.91,0.99162072
2023-09-24,36.05,0.99162091
2023-09-25,36.13,0.9916211
2023-09-26,36.16,0.99162143
2023-09-27,36.15,0.99162155
2023-09-29,35.9,0.99162166
2023-10-01,36.13,0.9916219
2023-10-02,36.66,0.99162202
2023-10-03,36.84,0.99162212
2023-10-10,35.53,0.9916227
2023-10-11,34.37,0.99162273
2023-10-13,41.75,0.991622647
2023-10-14,54.69,0.991622697
2023-10-15,54.03,0.991623017
2023-10-16,53.59,0.99162327
2023-10-18,53.14,0.99162383
2023-10-21,53.48,0.99162414
2023-10-23,53.5,0.99162474
2023-10-27,53.06,0.99162438
2023-10-29,53.24,0.99162083
2023-11-02,53.31,0.99161966
2023-11-05,52.97,0.99161998
2023-11-06,52.41,0.99162013
2023-11-10,52.44,0.99162051
2023-11-11,53.24,0.99162083
2023-11-14,53.21,0.99162189
2023-11-19,53.18,0.9916223
2023-11-23,53.87,0.99162288
2023-12-04,53.89,0.99162388
2023-12-07,40.84,0.99162432
2023-12-08,30.37,0.99162465
2023-12-09,32.91,0.99162471
2023-12-12,33.1,0.99162488
2023-12-15,32.8,0.99162481
2023-12-18,32.64,0.99162491
2023-12-21,32.78,0.99162473
2023-12-24,32.57,0.99162448
2023-12-30,31.71,0.9916245
2024-01-03,31.5,0.99162437
2024-01-11,31.75,0.99162452
2024-01-16,32.01,0.99162467
2024-01-19,32.32,0.99162461
2024-01-24,32.53,0.99162459
2024-01-27,32.79,0.99162459
2024-02-01,33.06,0.99162433
2024-02-07,32.66,0.99162455
2024-02-08,32.76,0.99162486
2024-02-09,33.66,0.99162512
2024-02-10,33.89,0.99162514
2024-02-12,34.32,0.99162531
2024-02-14,33.78,0.99162528
2024-02-16,33.45,0.99162529
2024-02-22,33.76,0.99162545
2024-02-27,33.3,0.99162542
2024-03-02,33.47,0.99162535
2024-03-06,33.59,0.99162533
2024-03-10,33.81,0.9916254
2024-03-12,34.72,0.9916257
2024-03-14,34.38,0.9916258
2024-03-18,33.68,0.99162774
2024-03-23,33.87,0.99162778
2024-04-04,33.85,0.9916282
2024-04-23,34.23,0.9916285
2024-04-24,34.85,0.99162849
2024-04-25,34.07,0.991628447
2024-04-26,33.71,0.99162852
2024-05-16,34.8,0.99162949
2024-05-20,35.7,0.99162963
2024-05-26,36.13,0.99162982
2024-05-29,35.44,0.99162975
2024-05-30,35.21,0.99162999
2024-05-31,35.97,0.991629937
2024-06-01,35.88,0.99162993
2024-06-02,36.56,0.99163012
2024-06-08,35.56,0.99163062
2024-06-11,35.33,0.99163045
2024-06-15,34.78,0.99163057
2024-06-19,35.19,0.99163072
2024-06-22,36.03,0.99163056
2024-06-28,36.71,0.99163087
2024-07-02,36.17,0.99163112
2024-07-06,35.03,0.99163107
2024-07-13,35.67,0.99163161
2024-07-28,37.24,0.99163315
2024-08-01,37.51,0.9916334
2024-08-12,36.6,0.99163455
2024-08-15,36.54,0.99163522
2024-08-20,35.82,0.99163576
2024-09-02,35.81,0.99163596
